epoch,train_loss,dev_loss
1,0.622566318556444,0.5467368605045172
2,0.5062152013849857,0.5103509265642899
3,0.42893189814553334,0.4892754933008781
4,0.3567263747551548,0.498815390926141
5,0.2882032027996298,0.5718602801744754
6,0.22532705634609976,0.6149488320717444
7,0.16641971546767362,0.7650419611197251
8,0.12284118498661625,0.9779166487547067
9,0.09121794883272986,0.9996268657537607
