epoch,train_loss,dev_loss
1,0.5204869502071124,0.4734206875929466
2,0.4219731072436518,0.4427621972102385
3,0.3605355383522475,0.4466840991607079
4,0.2998806549541986,0.5218740564126235
5,0.2374475061226247,0.48382202879740643
6,0.1816467327524477,0.5367870949781858
7,0.13516861358796484,0.6287269529241782
8,0.09998068797276981,0.6609140921097535
9,0.07558280148946528,0.7066555934456679
