epoch,train_loss,dev_loss
1,0.3845992833375931,0.5024264305830002
2,0.24304888152809284,0.590885976759287
3,0.20882858213648867,0.619018503679679
4,0.1921027143444143,0.60024621624213
5,0.18059651845537905,0.6617259360276736
6,0.1676513493728282,0.7236327726680499
